organization_key,sector,target_roles,match_score_10,match_reason,junior_status,junior_evidence,active_jobs,linkedin_contact_name,linkedin_contact_role,linkedin_profile,contact_verification,verified_email,email_status,application_channel,recommended_cv,language,potential_score_100,foreign_employee_status,foreign_employee_evidence,sources,checked_date,verification_status,notes,email_subject,email_body,linkedin_invitation,linkedin_followup
ensta bretagne,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Non vérifiable,"Aucune preuve publique suffisamment précise de visa, relocation ou embauche internationale n’a été confirmée pour un poste junior adapté.",Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à ENSTA Bretagne pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à ENSTA Bretagne pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez ENSTA Bretagne. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez ENSTA Bretagne. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
envite consulting gmbh,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS_EN.pdf,en,33,Non vérifiable,"Aucune preuve publique suffisamment précise de visa, relocation ou embauche internationale n’a été confirmée pour un poste junior adapté.",Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Spontaneous Application — Junior AI / Software Engineer — Mohamed Oussema Bahloul,"Dear Envite Consulting GmbH Recruitment Team,

I am a recent Computer Engineering graduate from ENSI in Tunisia, specialised in Financial Engineering, and I would like to submit a spontaneous application for a junior opportunity aligned with my background.

During my final-year project at Linedata, I helped modernise a financial software product using AI agents. This experience taught me how to understand a business need, turn it into an intelligent workflow and integrate it into an existing product. My background includes Python, Java, C++, full-stack development, APIs, SQL and databases, machine learning, LLMs and RAG.

I am interested in Envite Consulting GmbH because of its work in software engineering, data and applied AI. I am looking for a team where I can learn quickly, take ownership progressively and use technology to create measurable value for users and the business.

I have not found a currently open junior vacancy that I can confirm, so I am contacting you transparently as a spontaneous candidate for a present or future need. My CV is attached, and I would be pleased to discuss any suitable opportunity.

Kind regards,
Mohamed Oussema Bahloul","Hello, I am a recent ENSI Computer Engineering graduate specialised in Financial Engineering. My Linedata project combined AI agents and product modernisation. I am interested in future junior AI, Data or Software opportunities at Envite Consulting GmbH. Glad to connect.","Thank you for connecting. I am exploring junior AI, Data and Software opportunities at Envite Consulting GmbH. I have not treated any old vacancy as active; my spontaneous application highlights my Linedata AI-agent project, software skills and ability to connect technology with business value. Could you please direct me to the appropriate hiring contact?"
esigelec,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Non vérifiable,"Aucune preuve publique suffisamment précise de visa, relocation ou embauche internationale n’a été confirmée pour un poste junior adapté.",Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à ESIGELEC pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à ESIGELEC pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez ESIGELEC. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez ESIGELEC. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
ess mondial gmbh,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS_EN.pdf,en,33,Non vérifiable,"Aucune preuve publique suffisamment précise de visa, relocation ou embauche internationale n’a été confirmée pour un poste junior adapté.",Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Spontaneous Application — Junior AI / Software Engineer — Mohamed Oussema Bahloul,"Dear ESS-Mondial GmbH Recruitment Team,

I am a recent Computer Engineering graduate from ENSI in Tunisia, specialised in Financial Engineering, and I would like to submit a spontaneous application for a junior opportunity aligned with my background.

During my final-year project at Linedata, I helped modernise a financial software product using AI agents. This experience taught me how to understand a business need, turn it into an intelligent workflow and integrate it into an existing product. My background includes Python, Java, C++, full-stack development, APIs, SQL and databases, machine learning, LLMs and RAG.

I am interested in ESS-Mondial GmbH because of its work in software engineering, data and applied AI. I am looking for a team where I can learn quickly, take ownership progressively and use technology to create measurable value for users and the business.

I have not found a currently open junior vacancy that I can confirm, so I am contacting you transparently as a spontaneous candidate for a present or future need. My CV is attached, and I would be pleased to discuss any suitable opportunity.

Kind regards,
Mohamed Oussema Bahloul","Hello, I am a recent ENSI Computer Engineering graduate specialised in Financial Engineering. My Linedata project combined AI agents and product modernisation. I am interested in future junior AI, Data or Software opportunities at ESS-Mondial GmbH. Glad to connect.","Thank you for connecting. I am exploring junior AI, Data and Software opportunities at ESS-Mondial GmbH. I have not treated any old vacancy as active; my spontaneous application highlights my Linedata AI-agent project, software skills and ability to connect technology with business value. Could you please direct me to the appropriate hiring contact?"
estarta solutions,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS_EN.pdf,en,33,Non vérifiable,"Aucune preuve publique suffisamment précise de visa, relocation ou embauche internationale n’a été confirmée pour un poste junior adapté.",Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Spontaneous Application — Junior AI / Software Engineer — Mohamed Oussema Bahloul,"Dear Estarta Solutions Recruitment Team,

I am a recent Computer Engineering graduate from ENSI in Tunisia, specialised in Financial Engineering, and I would like to submit a spontaneous application for a junior opportunity aligned with my background.

During my final-year project at Linedata, I helped modernise a financial software product using AI agents. This experience taught me how to understand a business need, turn it into an intelligent workflow and integrate it into an existing product. My background includes Python, Java, C++, full-stack development, APIs, SQL and databases, machine learning, LLMs and RAG.

I am interested in Estarta Solutions because of its work in software engineering, data and applied AI. I am looking for a team where I can learn quickly, take ownership progressively and use technology to create measurable value for users and the business.

I have not found a currently open junior vacancy that I can confirm, so I am contacting you transparently as a spontaneous candidate for a present or future need. My CV is attached, and I would be pleased to discuss any suitable opportunity.

Kind regards,
Mohamed Oussema Bahloul","Hello, I am a recent ENSI Computer Engineering graduate specialised in Financial Engineering. My Linedata project combined AI agents and product modernisation. I am interested in future junior AI, Data or Software opportunities at Estarta Solutions. Glad to connect.","Thank you for connecting. I am exploring junior AI, Data and Software opportunities at Estarta Solutions. I have not treated any old vacancy as active; my spontaneous application highlights my Linedata AI-agent project, software skills and ability to connect technology with business value. Could you please direct me to the appropriate hiring contact?"
eurocom,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Non vérifiable,"Aucune preuve publique suffisamment précise de visa, relocation ou embauche internationale n’a été confirmée pour un poste junior adapté.",Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à Eurocom pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à Eurocom pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez Eurocom. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez Eurocom. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
europea consulting,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Non vérifiable,"Aucune preuve publique suffisamment précise de visa, relocation ou embauche internationale n’a été confirmée pour un poste junior adapté.",Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à EUROPEA CONSULTING pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à EUROPEA CONSULTING pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez EUROPEA CONSULTING. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez EUROPEA CONSULTING. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
feat way,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,https://www.sciencenews.org/,CV_ATS.pdf,fr,33,Non vérifiable,"Aucune preuve publique suffisamment précise de visa, relocation ou embauche internationale n’a été confirmée pour un poste junior adapté.",https://www.sciencenews.org/,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à Feat Way pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à Feat Way pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez Feat Way. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez Feat Way. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
featway,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Non vérifiable,"Aucune preuve publique suffisamment précise de visa, relocation ou embauche internationale n’a été confirmée pour un poste junior adapté.",Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à FEATWAY pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à FEATWAY pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez FEATWAY. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez FEATWAY. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
findata,Autre / à vérifier,"informatique, automatisation, Data/IA ou transformation digitale",4.0,Activité insuffisamment précise dans le fichier source,Non vérifiable,Aucune preuve publique suffisamment récente d’un recrutement junior n’a été identifiée dans les résultats consultés.,Aucune offre correspondant au profil n’a pu être confirmée active le 2026-09-25; utiliser la candidature spontanée et revérifier le canal officiel avant envoi.,Non trouvé/non vérifiable,Aucun recruteur ou responsable actuel suffisamment fiable identifié,Non trouvé/non vérifiable,Non trouvé/non vérifiable après recherche publique,Aucun email public vérifié,Les adresses du CSV n’ont pas été considérées comme vérifiées sans publication publique correspondante,Non trouvé/non vérifiable,CV_ATS.pdf,fr,33,Non vérifiable,"Aucune preuve publique suffisamment précise de visa, relocation ou embauche internationale n’a été confirmée pour un poste junior adapté.",Recherches web ciblées du 2026-09-25 — aucun résultat suffisamment pertinent conservé,2026-09-25,Recherche publique effectuée — candidature spontanée; canal/contact à confirmer avant envoi,Fiche de couverture conservatrice générée à partir des recherches publiques. Aucun email n’est supposé et aucune offre ancienne n’est déclarée active. Une fiche manuelle ultérieure remplace automatiquement celle-ci.,Candidature spontanée — Ingénieur informatique junior — Mohamed Oussema Bahloul,"Bonjour,

Récemment diplômé ingénieur en informatique de l’ENSI, avec une spécialisation en ingénierie financière, je souhaite proposer ma candidature spontanée à FinData, LtD pour une première opportunité correspondant à mon profil.

Mon PFE chez Linedata a porté sur la modernisation d’un produit financier à l’aide d’agents IA. Cette expérience m’a appris à comprendre un besoin métier, le traduire en workflows intelligents puis contribuer à son intégration dans un produit existant. Je maîtrise Python, Java, C++, le développement full-stack, les APIs, SQL et les bases de données, le machine learning, les LLM et les architectures RAG.

Je m’intéresse à FinData, LtD pour ses activités autour de le développement logiciel, la Data et l’intelligence artificielle appliquée. Je recherche un environnement où je pourrai apprendre rapidement, prendre progressivement des responsabilités et utiliser la technologie pour créer une valeur concrète.

N’ayant pas trouvé d’offre junior actuellement ouverte que je puisse confirmer, je vous contacte en toute transparence dans le cadre d’une candidature spontanée pour un besoin présent ou futur. Je joins mon CV et serais ravi d’échanger avec vous.

Bien cordialement,
Mohamed Oussema Bahloul","Bonjour, récemment diplômé ingénieur ENSI et spécialisé en ingénierie financière, j’ai réalisé chez Linedata un PFE sur des agents IA. Je m’intéresse aux futurs besoins junior en IA, Data ou logiciel chez FinData, LtD. Ravi de rejoindre votre réseau.","Bonjour, merci pour la connexion. Je m’intéresse aux opportunités junior en IA, Data et logiciel chez FinData, LtD. Je n’ai présenté aucune ancienne annonce comme active; ma candidature spontanée met en avant mon PFE Linedata, mon socle logiciel et ma capacité à relier technologie et valeur métier. Pourriez-vous m’orienter vers le bon interlocuteur ?"
